"SpeciesCategory","cohort","Source","ProcDate","Lengthmm","Weightg","Phenosex","PhenoSex","Maturity","Comments"
"1",2001,"File2",2002-04-24,77,5,,,,
"1",2001,"File2",2002-04-24,72,3.9,,,,
"1",2001,"File2",2002-04-24,78,4.8,,,,
"1",2001,"File2",2002-04-26,77,4.9,,,,
"1",2001,"File2",2002-04-26,74,4.1,,,,
"1",2001,"File2",2002-04-27,76,4.3,,,,
"1",2001,"File2",2002-04-27,71,3.7,,,,
"1",2001,"File2",2002-04-27,65,2.4,,,,
"1",2001,"File2",2002-04-27,60,2.3,,,,
"1",2001,"File2",2002-04-29,86,7.2,,,,
"1",2001,"File2",2002-04-29,79,6.2,,,,
"1",2001,"File2",2002-04-29,98,11.2,,,,
"1",2001,"File2",2002-04-29,75,5.4,,,,
"1",2001,"File2",2002-04-29,82,6.1,,,,
"1",2001,"File2",2002-04-29,74,4.5,,,,
"1",2001,"File2",2002-04-29,81,5.4,,,,
"1",2001,"File2",2002-04-29,76,4.7,,,,
"1",2001,"File2",2002-05-01,91,8,,,,
"1",2001,"File2",2002-05-02,75,4.7,,,,
"1",2001,"File2",2002-05-02,67,3.1,,,,
"1",2001,"File2",2002-05-07,76,4.2,,,,
"1",2001,"File2",2002-05-10,71,3.9,,,,
"1",2001,"File2",2003-04-22,134,24.7,,,,
"1",2001,"File2",2003-04-22,132,22.5,,,,
"1",2001,"File2",2003-04-22,133,23.7,,,,
"1",2001,"File2",2003-04-22,124,23.7,,,,
"1",2001,"File2",2003-04-22,123,19.8,,,,
"1",2001,"File2",2003-04-22,135,25.9,,,,
"1",2001,"File2",2003-04-22,120,16.2,,,,
"1",2001,"File2",2003-04-22,137,18.4,,,,
"1",2001,"File2",2003-04-22,119,16,,,,
"1",2001,"File2",2003-04-22,125,19.6,,,,
"1",2001,"File2",2003-04-22,117,16.1,,,,
"1",2001,"File2",2003-04-22,108,12.4,,,,
"1",2001,"File2",2003-04-22,108,12,,,,
"1",2001,"File2",2003-04-23,127,20.7,,,,
"1",2001,"File2",2003-04-25,116,14.9,,,,
"1",2001,"File2",2003-04-25,129,20.2,,,,
"1",2001,"File2",2003-04-25,111,14.2,,,,
"1",2001,"File2",2003-04-25,114,15.6,,,,
"1",2001,"File2",2003-04-26,130,21,,,,
"1",2001,"File2",2003-04-26,112,13.9,,,,
"1",2001,"File2",2003-04-28,118,17.6,,,,
"1",2001,"File2",2003-04-28,110,12.8,,,,
"1",2001,"File2",2003-04-28,119,15.9,,,,
"0",2001,"File2",2003-04-28,108,13.2,,,,
"1",2001,"File2",2003-04-30,117,16.4,,,,
"1",2001,"File2",2003-04-30,111,14,,,,
"1",2001,"File2",2003-05-02,113,14.5,,,,
"1",2001,"File2",2003-05-06,122,19.4,,,,
"0",2003,"File2",2004-04-20,80,5.6,,,,
"0",2003,"File2",2004-04-23,80,6.8,,,,
"0",2003,"File2",2004-04-26,84,6.7,,,,
"0",2003,"File2",2004-04-26,77,5.3,,,,
"0",2003,"File2",2004-04-26,80,5.6,,,,
"0",2003,"File2",2004-04-27,78,5.1,,,,
"0",2003,"File2",2004-05-04,83,,,,,
"0",2003,"File2",2004-05-04,78,,,,,
"0",2003,"File2",2004-05-04,86,,,,,
"0",2003,"File2",2004-05-04,89,,,,,
"1",2003,"File2",2004-05-04,103,11.6,,,,
"0",2003,"File2",2004-05-05,89,7.9,,,,
"0",2003,"File2",2004-05-06,90,7.6,,,,
"0",2003,"File2",2004-05-10,87,6.9,,,,
"0",2003,"File2",2004-05-10,83,6.3,,,,
"Parr",2008,,2009-04-27,88,7.7,,,,"alive"
"Parr",2008,,2009-04-27,88,7.9,,,,"alive"
"Parr",2008,,2009-04-27,73,4.1,,,,"alive"
"Parr",2008,,2009-04-27,75,5.1,,,,"alive"
"Parr",2008,,2009-04-27,85,6.4,,,,"alive"
"Parr",2008,,2009-04-27,74,4.6,,,,"alive"
"Parr",2008,,2009-04-27,66,3.5,,,,"alive"
"Parr",2008,,2009-04-27,70,3.5,,,,"alive"
"Parr",2008,,2009-04-27,74,4.6,,,,"alive"
"Parr",2008,,2009-04-27,80,5.4,,,,"alive"
"Parr",2008,,2009-04-27,75,4.2,,,,"alive"
"Parr",2008,,2009-04-27,72,4.6,,,,"alive"
"Parr",2008,,2009-04-27,77,5.3,,,,"alive"
"Parr",2008,,2009-04-27,76,5.3,,,,"alive"
"Parr",2008,,2009-05-06,76,4.6,,,,"alive"
"Parr",2008,,2009-05-06,70,3.9,,,,"alive"
"Parr",2008,,2009-05-06,81,5.8,,,,"alive"
"Parr",2008,,2009-04-27,80,5.9,,,,
"Parr",2008,,2009-04-27,65,3.1,,,,
"Parr",2008,,2009-04-27,75,5,,,,
"Parr",2008,,2009-04-27,83,6,,,,
"Parr",2008,,2009-04-27,75,4.9,,,,
"Parr",2008,,2009-05-04,77,,,,,
"Smolt",2008,,2010-05-07,143,31.27,,,,"no tag"
"Smolt",2008,,2010-05-07,130,26.76,,,,"no tag"
"Smolt",2008,,2010-05-10,133,26.86,,,,"no tag"
"Smolt",2008,,2010-05-10,132,23.05,,,,"no tag"
"Smolt",2008,,2010-05-10,117,17.42,,,,"no tag"
"Smolt",2008,,2010-04-28,136,27.55,,,,
"Smolt",2008,,2010-04-28,135,24.35,,,,
"Smolt",2008,,2010-04-28,132,24.35,,,,
"Smolt",2008,,2010-04-28,137,26.2,,,,
"Smolt",2008,,2010-04-28,142,29.4,,,,
"Smolt",2008,,2010-04-28,135,27.55,,,,
"Smolt",2008,,2010-04-28,140,29.3,,,,
"Smolt",2008,,2010-04-28,143,31,,,,
"Smolt",2008,,2010-04-28,150,33.52,,,,
"Smolt",2008,,2010-04-28,132,24.91,,,,
"Smolt",2008,,2010-04-28,143,27.6,,,,
"Smolt",2008,,2010-04-28,127,21.57,,,,
"Smolt",2008,,2010-04-28,132,23.77,,,,
"Smolt",2008,,2010-04-28,129,22.62,,,,
"Smolt",2008,,2010-04-28,140,27.72,,,,
"Smolt",2008,,2010-04-28,135,24.63,,,,
"Smolt",2008,,2010-04-29,139,27.07,,,,
"Smolt",2008,,2010-04-29,129,21.67,,,,
"Smolt",2008,,2010-04-29,130,22.8,,,,
"Smolt",2008,,2010-04-29,140,28.43,,,,
"Smolt",2008,,2010-04-29,130,22.8,,,,
"Smolt",2008,,2010-04-29,122,19.18,,,,
"Smolt",2008,,2010-04-29,144,28.45,,,,
"Smolt",2008,,2010-04-29,132,22.63,,,,
"Smolt",2008,,2010-04-29,124,19.2,,,,
"Smolt",2008,,2010-04-29,130,21.34,,,,
"Smolt",2008,,2010-04-29,135,23.99,,,,
"Smolt",2008,,2010-04-29,129,21.5,,,,
,2008,,2010-04-26,147,31.93,,,,"smolt"
,2008,,2010-04-26,132,25.96,,,,"smolt"
,2008,,2010-04-26,142,28.77,,,,"smolt"
,2008,,2010-04-26,133,24.19,,,,"smolt"
"Smolt",2008,,2010-04-27,136,23.18,,,,
"Smolt",2008,,2010-04-27,136,25.98,,,,
"Smolt",2008,,2010-04-27,126,20.38,,,,
"Parr",2008,,2009-04-28,72,,,,,
"Parr",2008,,2009-04-30,82,5.9,,,,
"Parr",2008,,2009-04-30,73,4.4,,,,
"Parr",2008,,2009-04-30,75,4.5,,,,
"Parr",2008,,2009-05-05,87,6.9,,,,
"Parr",2008,,2009-05-05,81,5.8,,,,
"Parr",2008,,2009-05-05,77,5.1,,,,
"Parr",2008,,2009-05-05,65,2.6,,,,
"Parr",2008,,2009-05-08,73,5.2,,,,
"Parr",2008,,2009-05-08,79,6.1,,,,
"Parr",2008,,2009-05-09,78,,,,,"alive"
"Parr",2008,,2009-05-09,77,,,,,"alive"
"Parr",2008,,2009-05-09,75,,,,,"alive"
"Parr",2008,,2009-05-09,81,,,,,"alive"
"Parr",2008,,2009-05-10,88,7.3,,,,"alive"
"Parr",2008,,2009-05-10,81,6,,,,"alive"
"Parr",2008,,2009-05-11,81,6.4,,,,
"Parr",2008,,2009-05-11,72,4.5,,,,
"Parr",2008,,2009-05-12,68,3.4,,,,
"Parr",2008,,2009-05-12,74,4.3,,,,
"Smolt",2008,,2010-04-27,109,13.71,,,,
"Smolt",2008,,2010-05-06,144,28.78,,,,
"Smolt",2008,,2010-05-05,134,23.37,,,,
"Parr",2008,,2009-05-07,81,5.6,,,,
"Smolt",2008,,2010-04-21,128,20.63,,,,
"Smolt",2008,,2010-04-21,129,25.59,,,,
"Smolt",2008,,2010-04-30,135,23.82,,,,
"Smolt",2008,,2010-05-03,135,26.72,,,,
"Smolt",2008,,2010-05-03,134,26.82,,,,
"Smolt",2008,,2010-05-03,143,29.33,,,,
"Smolt",2008,,2010-05-03,140,27.7,,,,
"Smolt",2008,,2010-05-03,144,31.07,,,,
"Smolt",2008,,2010-05-03,145,31.81,,,,
"",2015,,2017-04-21,126,,,"","","SMOLT"
"",2015,,2017-04-21,111,,,"","","SMOLT"
"",2015,,2017-04-21,119,,,"","","SMOLT"
"",2015,,2017-04-21,128,,,"","","SMOLT"
"",2015,,2017-04-21,138,,,"","","SMOLT"
"",2015,,2017-04-21,139,,,"","","SMOLT"
"",2015,,2017-04-24,128,20,,"","","SMOLT- Phil Tagged- don∆t trust survival etc"
"",2015,,2017-04-24,123,17.7,,"","","SMOLT- Phil Tagged- don∆t trust survival etc"
"",2015,,2017-04-24,115,15.3,,"","","SMOLT- Phil Tagged- don∆t trust survival etc"
"",2016,,2017-04-24,62,2.6,,"","",""
"",2015,,2017-04-24,150,28.5,,"","","SMOLT- Phil Tagged- don∆t trust survival etc"
"",2015,,2017-04-24,135,24.3,,"","","SMOLT- Phil Tagged- don∆t trust survival etc"
"",2015,,2017-04-24,122,16.6,,"","","SMOLT- Phil Tagged- don∆t trust survival etc"
"",2015,,2017-04-24,122,17.1,,"","","SMOLT- Phil Tagged- don∆t trust survival etc"
"",2015,,2017-04-24,133,22,,"","","SMOLT- Phil Tagged- don∆t trust survival etc"
"",2015,,2017-04-24,125,20.4,,"","","SMOLT- Phil Tagged- don∆t trust survival etc"
"",2015,,2017-04-24,126,19.9,,"","","SMOLT- Phil Tagged- don∆t trust survival etc"
"",2016,,2017-04-24,102,10.6,,"","","SMOLT- Phil Tagged- don∆t trust survival etc"
"",2015,,2017-04-24,135,23.9,,"","","SMOLT- Phil Tagged- don∆t trust survival etc"
"",2015,,2017-04-24,118,16.2,,"","","SMOLT- Phil Tagged- don∆t trust survival etc"
"",2015,,2017-04-24,121,16.2,,"","","SMOLT- Phil Tagged- don∆t trust survival etc"
"",2015,,2017-04-25,112,13.4,,"","","SMOLT- Phil Tagged- don∆t trust survival etc"
"",2015,,2017-04-25,135,24,,"","","SMOLT- Phil Tagged- don∆t trust survival etc"
"",2015,,2017-04-25,132,23.6,,"","","SMOLT- Phil Tagged- don∆t trust survival etc"
"",2015,,2017-04-25,128,20.4,,"","","SMOLT- Phil Tagged- don∆t trust survival etc"
"",2015,,2017-04-25,145,27.6,,"","","SMOLT- Phil Tagged- don∆t trust survival etc"
"",2015,,2017-04-25,132,21.5,,"","","SMOLT- Phil Tagged- don∆t trust survival etc"
"",2015,,2017-04-26,118,16,,"","","SMOLT- Phil Tagged- don∆t trust survival etc"
"",2015,,2017-04-26,125,19.1,,"","","SMOLT- Phil Tagged- don∆t trust survival etc"
"",2015,,2017-04-26,122,18.1,,"","","SMOLT- Phil Tagged- don∆t trust survival etc"
"",2015,,2017-04-26,139,27,,"","","SMOLT- Phil Tagged- don∆t trust survival etc"
"",2016,,2017-04-26,82,5.8,,"","","Phil Tagged- DO NOT INCLUDE IN MORTALITY CALC- LOOK AT ANT RECORDS"
"",2015,,2017-04-27,124,17.9,,"","","SMOLT- Phil Tagged- don∆t trust survival etc"
"",2015,,2017-04-27,121,17.8,,"","","SMOLT- Phil Tagged- don∆t trust survival etc"
"",2015,,2017-04-27,135,23.8,,"","","SMOLT- Phil Tagged- don∆t trust survival etc"
"",2015,,2017-04-27,125,18.6,,"","","SMOLT- Phil Tagged- don∆t trust survival etc"
"",2015,,2017-04-27,121,17.21,,"","","SMOLT- Phil Tagged- don∆t trust survival etc"
"",2016,,2017-04-27,73,4,,"","","Phil Tagged- DO NOT INCLUDE IN MORTALITY CALC- LOOK AT ANT RECORDS"
"",2016,,2017-04-27,65,2.8,,"","","Phil Tagged- DO NOT INCLUDE IN MORTALITY CALC- LOOK AT ANT RECORDS"
"",2016,,2017-04-27,81,5.7,,"","","Phil Tagged- DO NOT INCLUDE IN MORTALITY CALC- LOOK AT ANT RECORDS"
"",2016,,2017-04-27,69,3.6,,"","","DNA sample mixed with next fish- vial discarded RR627???"
"",2015,,2017-04-28,138,29.9,,"","","SMOLT-  DNA sample mixed with previous fish- vial discarded RR627???"
"",2016,,2017-04-28,76,4.5,,"","",""
"",2015,,2017-04-29,116,14.8,,"","","SMOLT"
"",2015,,2017-04-29,141,25.6,,"","","SMOLT"
"",2015,,2017-04-29,124,18.3,,"","","SMOLT"
"",2015,,2017-05-02,127,20.9,,"","","SMOLT"
"",2016,,2017-05-02,78,4.9,,"","",""
"",2016,,2017-05-02,74,4.5,,"","",""
"",2016,,2017-05-02,73,4,,"","",""
"",2015,,2017-05-02,139,26.4,,"","","SMOLT"
"",2015,,2017-05-02,138,24.2,,"","","SMOLT"
"",2015,,2017-05-02,108,12.6,,"","","SMOLT"
"",2016,,2017-05-02,81,5.6,,"","",""
"",2015,,2017-05-03,120,18.4,,"","","SMOLT"
"",2015,,2017-05-03,132,22.6,,"","","SMOLT"
"",2015,,2017-05-03,131,22,,"","","SMOLT"
"",2015,,2017-05-03,126,20.6,,"","","SMOLT"
"",2015,,2017-05-03,126,19.5,,"","","SMOLT"
"",2016,,2017-05-05,68,3.7,,"","","2 envelopes labled RR659- this one should be correct: see 2 comments above"
"",2016,,2017-05-08,72,3.9,,"","",""
"Presmolt",2016,,2018-04-23,116,15.11,,"","","Silver starting, but also faint parr marks"
"Presmolt",2016,,2018-04-23,146,31.68,,"","","Silver starting, but also faint parr marks"
"",2016,,2018-04-24,127,21.38,,"","",""
"Presmolt",2016,,2018-04-25,130,22.11,,"","",""
"Presmolt",2016,,2018-04-25,135,24.61,,"","",""
"Smolt",2016,,2018-04-27,127,21.22,,"","",""
"Smolt",2016,,2018-04-27,124,19.2,,"","",""
"Smolt",2016,,2018-05-01,118,15.7,,"","",""
"",2015,,2017-04-24,130,20,,"","","SILVER- SMOLT- Phil Tagged- don∆t trust survival etc. Tagged  2nd time by Phil  982000407678746"
"Presmolt",2016,,2018-04-25,117,17.01,,"","",""
"Smolt",2016,,2018-04-27,130,22.48,,"","",""
"Smolt",2016,,2018-05-01,119,16.61,,"","",""
"1",1996,"File1",1998-06-03,116,19,,,,
"1",1997,"File1",1999-05-13,120,17.3,,,,
"1",1997,"File1",1999-05-13,119,17.5,,,,
"1",1997,"File1",1999-05-13,121,16.9,,,,
"1",1997,"File1",1999-05-13,129,22.4,,,,
"1",1997,"File1",1999-05-17,116,15.6,,,,
"0",1999,"File1",1999-05-19,21,,,,,
"0",1999,"File1",1999-05-19,22,,,,,
"1",1997,"File1",1999-05-25,138,25,,,,
"0",1999,"File1",1999-05-26,36,,,,,
"0",2000,"File1",2000-05-18,29,1.2,,,,
"1",1999,"File1",2000-05-18,93,8.7,,,,
"1",1999,"File1",2000-05-22,95,9.7,,,,
"0",2000,"File1",2000-05-25,32,1.2,,,,
"0",2001,"File1",2001-05-14,29,,,,,
"1",1999,"File1",2001-05-14,140,25.4,,,,
"0",2001,"File1",2001-05-14,30,,,,,
"1",1999,"File1",2001-05-14,137,25.2,,,,
"1",1999,"File1",2001-05-14,127,20.5,,,,
"1",1999,"File1",2001-05-15,135,23.3,,,,
"0",2001,"File1",2001-05-16,28,,,,,
"1",1999,"File1",2001-05-16,139,24.6,,,,
"0",2001,"File1",2001-05-16,24,,,,,
"1",1999,"File1",2001-05-16,159,38.9,,,,
"0",2001,"File1",2001-05-16,27,,,,,
"1",1999,"File1",2001-05-16,145,28.7,,,,
"0",2001,"File1",2001-05-16,27,,,,,
"1",1999,"File1",2001-05-16,142,28.7,,,,
"0",2001,"File1",2001-05-16,27,,,,,
"1",1999,"File1",2001-05-16,141,26.9,,,,
"0",2001,"File1",2001-05-16,29,,,,,
"1",1999,"File1",2001-05-16,155,32.7,,,,
"0",2001,"File1",2001-05-16,31,,,,,
"1",1999,"File1",2001-05-16,146,29,,,,
"0",2001,"File1",2001-05-16,27,,,,,
"1",1999,"File1",2001-05-16,138,26.6,,,,
"1",1999,"File1",2001-05-16,154,34.1,,,,
"1",1999,"File1",2001-05-16,130,21.2,,,,
"1",1999,"File1",2001-05-16,128,19.2,,,,
"1",1999,"File1",2001-05-17,144,26.7,,,,
"1",1999,"File1",2001-05-17,132,22.3,,,,
"0",2001,"File1",2001-05-18,31,,,,,
"0",2001,"File1",2001-05-18,26,,,,,
"0",2001,"File1",2001-05-21,30,,,,,
"0",2001,"File1",2001-05-21,27,,,,,
"0",2001,"File1",2001-05-21,29,,,,,
"0",2001,"File1",2001-05-21,30,,,,,
"0",2001,"File1",2001-05-21,28,,,,,
"0",2001,"File1",2001-05-21,30,,,,,
"0",2001,"File1",2001-05-21,29,,,,,
"0",2001,"File1",2001-05-21,29,,,,,
"0",2001,"File1",2001-05-21,27,,,,,
"0",2001,"File1",2001-05-21,29,,,,,
"0",2001,"File1",2001-05-21,31,,,,,
"0",2001,"File1",2001-05-21,28,,,,,
"0",2001,"File1",2001-05-21,30,,,,,
"0",2001,"File1",2001-05-21,27,,,,,
"0",2001,"File1",2001-05-21,29,,,,,
"0",2001,"File1",2001-05-21,30,,,,,
"0",2001,"File1",2001-05-21,30,,,,,
"0",2001,"File1",2001-05-21,31,,,,,
"0",2001,"File1",2001-05-21,32,,,,,
"0",2001,"File1",2001-05-21,29,,,,,
"0",2001,"File1",2001-05-21,31,,,,,
"0",2001,"File1",2001-05-21,30,,,,,
"0",2001,"File1",2001-05-21,28,,,,,
"0",2001,"File1",2001-05-21,29,,,,,
"0",2001,"File1",2001-05-21,30,,,,,
"0",2001,"File1",2001-05-21,28,,,,,
"0",2001,"File1",2001-05-21,30,,,,,
"0",2001,"File1",2001-05-21,31,,,,,
"0",2001,"File1",2001-05-23,31,,,,,
"1",2000,"File1",2001-05-23,95,9.3,,,,
"1",2001,"File2",2002-05-14,87,7.2,,,,
"1",2001,"File2",2002-05-16,60,2.6,,,,
"1",2001,"File2",2002-05-31,80,5.2,,,,
"0",2003,"File2",2003-05-28,25,0.4,,,,
"0",2003,"File2",2003-05-28,25,0.4,,,,
"0",2003,"File2",2003-05-28,24,0.3,,,,
"Smolt",2008,,2010-05-14,135,29.06,,,,"no tag"
"Smolt",2008,,2010-05-17,135,25.57,,,,"no tag"
"Parr",2008,,2009-05-13,89,7.2,,,,
"Parr",2008,,2009-05-14,82,5.7,,,,
"Parr",2008,,2009-05-14,78,4.7,,,,
"Parr",2008,,2009-05-15,77,5.2,,,,
"",2016,,2017-05-16,70,3.9,,"","",""
"",2016,,2017-05-16,79,5,,"","",""
"",2016,,2017-05-16,76,4.8,,"","",""
"",2016,,2017-05-16,73,4.3,,"","",""
"",2016,,2017-05-17,70,3.9,,"","",""
"",2016,,2017-05-17,78,5.5,,"","",""
"",2016,,2017-05-17,94,6.5,,"","",""
"",2016,,2017-05-17,74,4.5,,"","",""
"",2016,,2017-05-17,76,4.8,,"","",""
"",2016,,2017-05-17,83,7.2,,"","",""
"",2016,,2017-05-18,74,4.5,,"","",""
"",2016,,2017-05-18,81,6.3,,"","",""
"",2016,,2017-05-18,76,4.9,,"","",""
"",2016,,2017-05-19,73,4.1,,"","",""
"",2016,,2017-05-22,70,4.3,,"","",""
"",2016,,2017-05-22,69,3.6,,"","",""
"",2016,,2017-05-22,62,2.5,,"","",""
"",2016,,2017-05-24,79,5.6,,"","",""
"",2016,,2017-05-24,78,5.22,,"","","Netted from pool just below trap: no tagged fish caught here!"
"",2016,,2017-05-24,73,4.5,,"","","Netted from pool just below trap: no tagged fish caught here!"
"",2016,,2017-05-24,85,6.4,,"","","Netted from pool just below trap: no tagged fish caught here!"
"",2016,,2017-05-24,66,2.8,,"","","Netted from pool just below trap: no tagged fish caught here!"
"",2016,,2017-05-24,89,7.7,,"","","Netted from pool just below trap: no tagged fish caught here!"
"",2016,,2017-05-24,81,5.4,,"","","CORRECT LAB CODE - JUST OUT OF ORDER"
"",2016,,2017-05-24,84,6.4,,"","","CORRECT LAB CODE - JUST OUT OF ORDER"
"1",1997,"File1",1998-06-11,115,20.3,,,,
"0",1999,"File1",1999-06-08,41,,,,,
"0",1999,"File1",1999-06-08,39,,,,,
"0",2000,"File1",2000-06-12,40,,,,,
"0",2000,"File1",2000-06-12,36,,,,,
"0",2000,"File1",2000-06-12,38,,,,,
"0",2000,"File1",2000-06-13,44,0.8,,,,
"0",2000,"File1",2000-06-13,39,0.6,,,,
"0",2000,"File1",2000-06-13,42,0.6,,,,
"0",2000,"File1",2000-06-13,41,0.7,,,,
"0",2000,"File1",2000-06-16,42,0.7,,,,
"0",2000,"File1",2000-06-16,40,0.6,,,,
"0",2000,"File1",2000-06-22,36,0.5,,,,
"0",2000,"File1",2000-06-23,56,1.6,,,,
"0",2000,"File1",2000-06-23,50,1.2,,,,
"0",2000,"File1",2000-06-23,49,1,,,,
"0",2000,"File1",2000-06-23,54,1.5,,,,
"0",2000,"File1",2000-06-23,41,0.7,,,,
"0",2000,"File1",2000-06-23,48,1.1,,,,
"0",2000,"File1",2000-06-23,41,1.7,,,,
"0",2000,"File1",2000-06-23,43,0.7,,,,
"0",2000,"File1",2000-06-23,48,1.1,,,,
"0",2000,"File1",2000-06-23,47,1.1,,,,
"0",2000,"File1",2000-06-23,45,0.9,,,,
"0",2000,"File1",2000-06-23,43,0.7,,,,
"0",2000,"File1",2000-06-23,42,0.7,,,,
"0",2000,"File1",2000-06-23,45,0.9,,,,
"0",2000,"File1",2000-06-23,50,1.2,,,,
"1",2001,"File2",2002-06-05,91,6.2,,,,
"1",2001,"File2",2002-06-05,93,8.3,,,,
"0",2003,"File2",2003-06-06,35,0.6,,,,
"0",2003,"File2",2003-06-06,30,0.4,,,,
"0",2003,"File2",2003-06-06,28,0.3,,,,
"0",2003,"File2",2003-06-09,32,,,,,
"0",2003,"File2",2003-06-09,32,,,,,
"0",2003,"File2",2003-06-09,32,,,,,
"0",2003,"File2",2003-06-10,40,,,,,
"0",2003,"File2",2003-06-10,33,,,,,
"0",2003,"File2",2003-06-10,37,,,,,
"0",2003,"File2",2003-06-10,34,,,,,
"0",2003,"File2",2003-06-19,40,0.7,,,,
"0",2003,"File2",2003-06-19,40,0.5,,,,
"0",2003,"File2",2003-06-19,40,0.5,,,,
"0",2003,"File2",2003-06-19,40,0.6,,,,
"0",2003,"File2",2003-06-23,41,1.4,,,,
"0",2003,"File2",2003-06-25,44,0.8,,,,
"0",2003,"File2",2003-06-25,43,0.7,,,,
"0",2003,"File2",2003-06-25,44,0.8,,,,
"0",2003,"File2",2003-06-25,44,0.8,,,,
"Parr",2008,,2009-06-09,89,7.4,,,,
"Parr",2008,,2009-06-19,100,11.6,,,,
"",2016,,2017-06-19,79,5,,"","",""
"0",2000,"File1",2000-06-28,52,1.2,,,,
"0",2000,"File1",2000-07-07,49,1.3,,,,
"0",2000,"File1",2000-07-07,47,1.2,,,,
"0",2000,"File1",2000-07-07,49,1.2,,,,
"0",2000,"File1",2000-07-07,50,1.3,,,,
"0",2000,"File1",2000-07-07,54,1.7,,,,
"0",2000,"File1",2000-07-07,53,1.5,,,,
"0",2000,"File1",2000-07-07,53,1.6,,,,
"0",2000,"File1",2000-07-07,52,1.5,,,,
"0",2000,"File1",2000-07-07,51,1.5,,,,
"0",2000,"File1",2000-07-10,52,1.8,,,,
"0",2000,"File1",2000-07-10,51,1.4,,,,
"0",2000,"File1",2000-07-10,49,1.4,,,,
"0",2000,"File1",2000-07-10,52,1.5,,,,
"0",2000,"File1",2000-07-10,49,1.3,,,,
"0",2000,"File1",2000-07-10,46,1.1,,,,
"0",2000,"File1",2000-07-10,55,1.7,,,,
"0",2000,"File1",2000-07-10,56,1.7,,,,
"0",2000,"File1",2000-07-10,51,1.2,,,,
"0",2000,"File1",2000-07-10,49,1.2,,,,
"0",2000,"File1",2000-07-10,55,1.7,,,,
"0",2000,"File1",2000-07-10,51,1.4,,,,
"0",2000,"File1",2000-07-10,53,1.5,,,,
"0",2000,"File1",2000-07-10,54,1.6,,,,
"0",2000,"File1",2000-07-10,51,1.2,,,,
"0",2000,"File1",2000-07-10,58,1.9,,,,
"0",2000,"File1",2000-07-10,52,1.5,,,,
"0",2000,"File1",2000-07-10,48,1.2,,,,
"0",2000,"File1",2000-07-10,52,1.6,,,,
"0",2000,"File1",2000-07-10,57,2,,,,
"0",2000,"File1",2000-07-10,46,1,,,,
"0",2000,"File1",2000-07-10,59,2.1,,,,
"0",2000,"File1",2000-07-10,59,2,,,,
"0",2000,"File1",2000-07-10,53,1.5,,,,
"0",2000,"File1",2000-07-10,51,1.3,,,,
"0",2000,"File1",2000-07-10,50,1.2,,,,
"0",2000,"File1",2000-07-10,52,1.4,,,,
"0",2000,"File1",2000-07-10,53,1.5,,,,
"0",2000,"File1",2000-07-10,51,1.4,,,,
"0",2000,"File1",2000-07-10,48,1,,,,
"0",2000,"File1",2000-07-10,56,1.8,,,,
"0",2000,"File1",2000-07-10,50,1.4,,,,
"0",2000,"File1",2000-07-10,48,1.1,,,,
"0",2000,"File1",2000-07-10,57,1.7,,,,
"0",2000,"File1",2000-07-10,50,1.3,,,,
"0",2000,"File1",2000-07-10,53,1.5,,,,
"0",2000,"File1",2000-07-10,53,1.4,,,,
"0",2000,"File1",2000-07-10,45,0.9,,,,
"0",2000,"File1",2000-07-10,52,1.5,,,,
"0",2000,"File1",2000-07-10,51,1.4,,,,
"0",2000,"File1",2000-07-10,52,1.5,,,,
"0",2000,"File1",2000-07-10,56,1.8,,,,
"0",2000,"File1",2000-07-10,56,1.6,,,,
"0",2000,"File1",2000-07-10,51,1.3,,,,
"0",2000,"File1",2000-07-10,52,1.2,,,,
"0",2000,"File1",2000-07-12,56,1.9,,,,
"0",2000,"File1",2000-07-12,61,2.4,,,,
"0",2000,"File1",2000-07-12,55,1.7,,,,
"0",2000,"File1",2000-07-12,59,1.9,,,,
"0",2000,"File1",2000-07-12,48,1.1,,,,
"0",2000,"File1",2000-07-14,52,1.5,,,,
"0",2000,"File1",2000-07-14,65,2.8,,,,
"0",2000,"File1",2000-07-14,53,1.5,,,,
"0",2000,"File1",2000-07-14,48,1.3,,,,
"0",2000,"File1",2000-07-14,58,2.2,,,,
"0",2003,"File2",2003-06-26,40,0.7,,,,
"0",2003,"File2",2003-06-27,42,0.8,,,,
"0",2003,"File2",2003-06-30,47,1.2,,,,
"0",2003,"File2",2003-07-01,42,0.8,,,,
"0",2003,"File2",2003-07-07,45,0.9,,,,
"0",2003,"File2",2003-07-07,51,1.4,,,,
"0",2003,"File2",2003-07-08,45,1.1,,,,
"0",2003,"File2",2003-07-08,53,2.1,,,,
"0",2003,"File2",2003-07-14,59,2.2,,,,
"0",2003,"File2",2003-07-14,47,1.1,,,,
"0",2003,"File2",2003-07-15,50,1.3,,,,
"Parr",2008,,2009-07-06,94.43,9.7,,,,"decomposed"
"Parr",2008,,2009-07-08,95,9.79,,,,
"Parr",2008,,2009-07-08,83,6.89,,,,
"Parr",2008,,2009-07-10,91,8.78,,,,
"Parr",2008,,2009-07-10,92,8.7,,,,
"Parr",2008,,2009-07-10,101,12.06,,,,
"Parr",2008,,2009-07-10,79,5.84,,,,
"Parr",2008,,2009-07-10,91,9.09,,,,
